도시명,시군구,학교명,학교 학생 수,최종 동질성 지수(H_m),소비 획일성 지수,소비 1위 업종,소비 2위 업종,소비 3위 업종,사회 문화 획일성 지수,진로 획일성 지수,진로 노출 획일성 지수,학구 순전입률
대구광역시,달서구,송현여자중학교,182,1.196618247,0.4321,,,,0.970063,0.325505,0.3515,-0.4607307404
대구광역시,서구,대구내서초등학교,177,1.28853427,0.4321,,,,0.892843,1,0.3622,-0.5649717514
대구광역시,달서구,대구신서초등학교,175,1.175871126,0.4321,,,,0.954678,0.1711,0.3515,-4.155124654
대구광역시,서구,대구청라중학교,174,1.148499305,0.4321,,,,0.91161,0.197984,0.3622,0.9982638889
대구광역시,달성군,대구공업고등학교 테크노폴리스 캠퍼스,173,1.174553536,0.4321,,,,0.955971,0.041919,0.3487,0
대구광역시,달서구,대구용천초등학교,1722,0.8293052216,0.4321,,,,0.968886,1,0.3515,0
대구광역시,북구,대구관천초등학교,172,1.358941946,0.4321,,,,0.946462,1,0.3493,0.5813953488
대구광역시,수성구,대구동천초등학교,1711,1.007965997,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.974801,1,0.3313,0.8182349503
대구광역시,북구,대구관음초등학교,170,1.356325078,0.4321,,,,0.954032,1,0.3493,-4.705882353
대구광역시,북구,대구이룸고등학교,168,1.28551413,0.4321,,,,0.969718,0.693446,0.3493,0
대구광역시,달성군,대구유가초등학교,1666,0.8146086168,0.4321,,,,0.943967,1,0.3487,-1.620648259
대구광역시,달성군,대구명곡초등학교,166,1.380033753,0.4321,,,,0.935891,1,0.3487,4.332129964
대구광역시,달서구,대구월성초등학교,164,1.354243625,0.4321,,,,0.941205,1,0.3515,-0.6097560976
대구광역시,달성군,대구예아람학교,163,1.279050211,0.4321,,,,0.955971,0.693446,0.3487,0
대구광역시,수성구,범일중학교,163,1.249149216,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.959222,0.526626,0.3313,-0.21595357
대구광역시,군위군,대구군위초등학교송원캠퍼스,16,1.415546338,0.4321,,,,0.88137,0.693446,0.329,-18.75
대구광역시,군위군,대구부계초등학교의흥캠퍼스,16,1.415546338,0.4321,,,,0.88137,0.693446,0.329,-12.5
대구광역시,군위군,부계중학교,16,1.415546338,0.4321,,,,0.88137,0.693446,0.329,0
대구광역시,달성군,대구천내초등학교,159,1.364327873,0.4321,,,,0.943393,1,0.3487,-1.257861635
대구광역시,서구,대평중학교,157,1.160537825,0.4321,,,,0.898456,0.245127,0.3622,0.9982638889
대구광역시,달서구,상인중학교,156,1.199838671,0.4321,,,,0.943811,0.26807,0.3515,-0.4607307404
대구광역시,수성구,대구성동초등학교,1544,1.210604969,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.974922,1,0.3313,4.727979275
대구광역시,달성군,논공중학교,154,1.18319224,0.4321,,,,0.929997,0.230094,0.3487,-2.479338843
대구광역시,서구,경일중학교,152,1.143903461,0.4321,,,,0.889126,0,0.3622,0.9982638889
대구광역시,달성군,대구남동초등학교,151,1.376968557,0.4321,,,,0.942726,1,0.3487,-1.986754967
대구광역시,서구,대구대성초등학교,151,1.330757608,0.4321,,,,0.893366,1,0.3622,-1.986754967
대구광역시,북구,팔달중학교,150,1.213018341,0.4321,,,,0.95194,0.222869,0.3493,-0.8176918788
대구광역시,서구,서대구초등학교,149,1.325081841,0.4321,,,,0.884122,1,0.3622,-2.013422819
대구광역시,수성구,대구대청초등학교,1488,1.557619548,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.975191,1,0.3313,18.8172043
대구광역시,남구,경혜여자중학교,148,1.239412729,0.5969,보건업,"섬유, 의복, 신발 및 가죽제품 소매업",제조업 및 기타,0.928393,0.164839,0.3552,1.19760479
대구광역시,달성군,대구세천초등학교,1438,0.8186141522,0.4321,,,,0.950872,1,0.3487,0
대구광역시,수성구,대구동문초등학교,141,1.419976167,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.965487,1,0.3313,-6.382978723
대구광역시,수성구,대구동도초등학교,1409,1.037012455,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.975886,1,0.3313,1.632363378
대구광역시,달서구,대구신당초등학교,138,1.372200757,0.4321,,,,0.915755,1,0.3515,-4.155124654
대구광역시,남구,대구남명초등학교,137,1.406162924,0.5969,보건업,"섬유, 의복, 신발 및 가죽제품 소매업",제조업 및 기타,0.917576,1,0.3552,-11.67883212
대구광역시,달성군,대구가창초등학교,137,1.394032871,0.4321,,,,0.936507,1,0.3487,-2.919708029
대구광역시,서구,서남중학교,136,1.192954191,0.4321,,,,0.905638,0.210732,0.3622,0.9982638889
대구광역시,수성구,대구범물초등학교,135,1.187329303,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.915474,0,0.3313,-3.833333333
대구광역시,중구,대구남산초등학교,1332,0.8143587278,0.2302,무점포 소매업,스포츠 및 오락관련 서비스업,소매업; 자동차 제외,0.968802,1,0.3322,-3.303303303
대구광역시,북구,대구칠성초등학교,1306,0.8272512683,0.4321,,,,0.965634,1,0.3493,-2.373660031
대구광역시,달성군,대구금포초등학교,129,1.385390271,0.4321,,,,0.914628,1,0.3487,-6.976744186
대구광역시,달서구,대구월암초등학교,1277,1.123563541,0.4321,,,,0.967983,1,0.3515,5.090054816
대구광역시,서구,대구서평초등학교,127,1.368354615,0.4321,,,,0.873447,1,0.3622,2.362204724
대구광역시,달성군,대구금계초등학교,126,1.423857253,0.4321,,,,0.948035,1,0.3487,-4.761904762
대구광역시,동구,대구선명학교,126,1.344365903,0.4321,,,,0.962626,0.693446,0.3499,0
대구광역시,달서구,대구장동초등학교,1223,1.223050647,0.4321,,,,0.965004,1,0.3515,10.0572363
대구광역시,서구,대구북비산초등학교,121,1.368006397,0.4321,,,,0.882384,1,0.3622,-2.813852814
대구광역시,달성군,가창중학교,120,1.236418293,0.4321,,,,0.942082,0.08257,0.3487,0
대구광역시,달성군,대구대실초등학교,1195,0.8181739769,0.4321,,,,0.950114,1,0.3487,0
대구광역시,남구,경북예술고등학교,1194,0.7522093102,0.5969,보건업,"섬유, 의복, 신발 및 가죽제품 소매업",제조업 및 기타,0.941348,0.504032,0.3552,0
대구광역시,달성군,대구세현초등학교,1187,0.8152182562,0.4321,,,,0.945019,1,0.3487,0
대구광역시,달성군,대구서동초등학교,1177,0.8166423867,0.4321,,,,0.947475,1,0.3487,0
대구광역시,수성구,대구사월초등학교,1169,1.064752878,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.979671,1,0.3313,2.994011976
대구광역시,북구,대구침산초등학교,1165,0.8242935326,0.4321,,,,0.960562,1,0.3493,-0.4291845494
대구광역시,달서구,대구신월초등학교,1143,1.012589497,0.4321,,,,0.969059,1,0.3515,2.449693788
대구광역시,달서구,대구한샘초등학교,1135,0.8269870547,0.4321,,,,0.964915,1,0.3515,-2.207727045
대구광역시,달서구,영남고등학교,1135,0.789029846,0.4321,,,,0.970201,0.430388,0.3515,0.1883910387
대구광역시,달서구,대구본리초등학교,1126,1.019459807,0.4321,,,,0.963068,1,0.3515,2.841918295
대구광역시,달성군,대구비슬초등학교,1118,0.815690706,0.4321,,,,0.945834,1,0.3487,-1.367890569
대구광역시,수성구,대구동중학교,1109,0.736529732,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.966446,0.350429,0.3313,-0.21595357
대구광역시,달서구,조암중학교,1105,0.743560343,0.4321,,,,0.971312,0.420343,0.3515,-0.4607307404
대구광역시,달서구,월서중학교,1101,0.7407175332,0.4321,,,,0.966762,0.421694,0.3515,-0.4607307404
대구광역시,남구,대구덕희학교,109,1.381636791,0.5969,보건업,"섬유, 의복, 신발 및 가죽제품 소매업",제조업 및 기타,0.941907,0.693446,0.3552,0
대구광역시,동구,대구새론초등학교,1083,0.81926927,0.4321,,,,0.951853,1,0.3499,-4.709141274
대구광역시,달성군,비슬고등학교,1067,0.7595875761,0.4321,,,,0.934103,0.414201,0.3487,0.1883910387
대구광역시,서구,대구평리초등학교,1065,0.9285802884,0.4321,,,,0.910434,1,0.3622,1.596244131
대구광역시,북구,대구대산초등학교,106,1.447191782,0.4321,,,,0.938271,1,0.3493,-5.660377358
대구광역시,달서구,대구월곡초등학교,106,1.42574934,0.4321,,,,0.917122,1,0.3515,-1.099764336
대구광역시,남구,대구보건학교,106,1.386395586,0.5969,보건업,"섬유, 의복, 신발 및 가죽제품 소매업",제조업 및 기타,0.941907,0.693446,0.3552,0
대구광역시,수성구,정화중학교,1042,0.768896216,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.979032,0.584547,0.3313,-0.21595357
대구광역시,수성구,시지고등학교,1039,0.8359678873,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.972613,0.491569,0.3313,0.6116852985
대구광역시,수성구,대구범어초등학교,1028,1.492133448,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.972538,1,0.3313,32.87937743
대구광역시,수성구,덕원고등학교,1019,0.8403351098,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.978363,0.506727,0.3313,0.6116852985
대구광역시,수성구,동도중학교,1007,0.757627365,0.4693,기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",기타 전문 서비스업,0.974375,0.515532,0.3313,-0.21595357
대전광역시,서구,한밭초등학교,1673,15.98504294,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32460909,1,0.3423,0.08428
대전광역시,중구,대전중앙초등학교,806,8.327218674,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)","문화, 오락 및 여가 용품 소매업 (19,349,923원 / 7.29%)",93.56676592,1,0.3428,0.1
대전광역시,유성구,대전용산초등학교,938,5.916682616,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68731414,1,0.346,0.073922
대전광역시,동구,대전은어송초등학교,838,5.397145621,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)","섬유, 의복, 신발 및 가죽제품 소매업 (24,782,150원 / 7.63%)",89.44863564,1,0.3712,0.082608
대전광역시,동구,대전천동초등학교,728,5.050917328,0.084,"일반 교습학원 (63,106,710원 / 19.44%)","종합 소매업 (30,720,610원 / 9.46%)","섬유, 의복, 신발 및 가죽제품 소매업 (24,782,150원 / 7.63%)",89.44401099,1,0.3712,0.1
대전광역시,중구,대전목동초등학교,612,3.881335209,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)","문화, 오락 및 여가 용품 소매업 (19,349,923원 / 7.29%)",93.56366013,1,0.3428,0.1
대전광역시,유성구,대전원신흥초등학교,570,3.774790475,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.67311696,1,0.346,0.1
대전광역시,중구,대전목양초등학교,671,3.676229983,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)","문화, 오락 및 여가 용품 소매업 (19,349,923원 / 7.29%)",93.57105812,1,0.3428,0.1
대전광역시,서구,대전삼천초등학교,657,3.101834921,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31482344,1,0.3423,0.083714
대전광역시,중구,대전글꽃초등학교,919,2.065270561,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)","문화, 오락 및 여가 용품 소매업 (19,349,923원 / 7.29%)",93.57129489,1,0.3428,0.020675
대전광역시,서구,대전서원초등학교,619,1.822952924,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31730695,1,0.3423,0.043619
대전광역시,유성구,대전동화초등학교,777,1.688998236,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68871,1,0.346,0.057045
대전광역시,서구,대전문정초등학교,502,1.587521678,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",93.80364884,1,0.3423,0.047809
대전광역시,서구,대전성룡초등학교,985,1.564842755,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32293909,1,0.3423,0.01189
대전광역시,서구,대전구봉초등학교,688,1.404144816,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31343411,1,0.3423,0.020349
대전광역시,대덕구,신탄진용정초등학교,432,1.295233195,0.094,"일반 교습학원 (42,546,900원 / 23.68%)","기타 교육기관 (14,451,200원 / 8.04%)","종합 소매업 (14,327,440원 / 7.97%)",87.73565432,1,0.3436,0.035032
대전광역시,서구,대전탄방초등학교,715,1.273776322,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31534499,1,0.3423,0.00979
대전광역시,서구,대전탄방중학교,1170,1.255442632,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.3247208,0.1628386614,0.3423,0.008041
대전광역시,서구,대전문정중학교,1184,1.207578093,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32418468,0.2335164532,0.3423,0.008041
대전광역시,유성구,대전관평초등학교,474,1.191094935,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",93.80364884,1,0.346,0.040438
대전광역시,유성구,대전배울초등학교,635,1.126480178,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68460105,1,0.346,0.012598
대전광역시,서구,대전신계초등학교,795,1.097786372,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31442138,1,0.3423,0.005031
대전광역시,유성구,대전지족초등학교,474,1.08965785,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68174824,1,0.346,0.018987
대전광역시,유성구,대전전민초등학교,1081,1.047204618,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68929972,1,0.346,0.001051
대전광역시,유성구,대전동화중학교,681,0.9573692075,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68712628,0.6193914807,0.346,0.008766
대전광역시,서구,대전삼천중학교,1004,0.9390265007,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32367995,0.217355745,0.3423,0.008041
대전광역시,유성구,대전관평중학교,688,0.9177154732,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68815504,0.5395859493,0.346,0.008766
대전광역시,유성구,대전상지초등학교,552,0.9089664216,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68213043,1,0.346,0.001812
대전광역시,중구,대전글꽃중학교,887,0.8891354188,0.081,"섬유, 의복, 신발 및 가죽제품 소매업 (47,669,480원 / 17.97%)","일반 교습학원 (31,034,120원 / 11.70%)","문화, 오락 및 여가 용품 소매업 (19,349,923원 / 7.29%)",93.56947764,0.2781220078,0.3428,0.009575
대전광역시,서구,대전버드내중학교,874,0.8638338504,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32089779,0.4112973063,0.3423,0.004272
대전광역시,유성구,대전예술고등학교,414,0.850338548,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68977939,0.4406399366,0.346,0.02173913043
대전광역시,유성구,대전반석초등학교,1243,0.8134639675,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.69246366,1,0.346,-0.00563
대전광역시,유성구,대전상원초등학교,870,0.8134626009,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.69223372,1,0.346,-0.01839
대전광역시,서구,대전도솔초등학교,1301,0.8134622772,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32341302,1,0.3423,-0.03305
대전광역시,유성구,대덕초등학교,660,0.8134611518,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.6919899,1,0.346,-0.01364
대전광역시,유성구,흥도초등학교,874,0.813453555,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.69071167,1,0.346,-0.01602
대전광역시,서구,대전샘머리초등학교,847,0.813450894,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32149036,1,0.3423,-0.00945
대전광역시,서구,대전갑천초등학교,541,0.813447035,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32083857,1,0.3423,-0.00161
대전광역시,서구,대전서부초등학교,540,0.8134469675,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.32082716,1,0.3423,-0.03889
대전광역시,서구,대전도안초등학교,1126,0.8134414498,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.3198952,1,0.3423,-0.00888
대전광역시,서구,대전금동초등학교,737,0.8134353143,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31885889,1,0.3423,-0.02307
대전광역시,서구,대전선유초등학교,1037,0.8134340335,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31864256,1,0.3423,-0.0405
대전광역시,유성구,대전노은초등학교,870,0.8134307216,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68686973,1,0.346,-0.02351
대전광역시,서구,대전내동초등학교,870,0.8134245356,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31703831,1,0.3423,-0.04023
대전광역시,유성구,대전새미래초등학교,1058,0.813422216,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68543856,1,0.346,-0.02741
대전광역시,서구,대전둔원초등학교,643,0.8134221296,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31663193,1,0.3423,-0.00311
대전광역시,서구,대전선암초등학교,509,0.8134214784,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31652194,1,0.3423,-0.02358
대전광역시,유성구,대전어은초등학교,596,0.81342062,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68517002,1,0.346,-0.0151
대전광역시,유성구,대전계산초등학교,745,0.8134192905,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68494631,1,0.346,-0.02013
대전광역시,서구,대전정림초등학교,547,0.8134185723,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31603108,1,0.3423,-0.00731
대전광역시,서구,대전복수초등학교,725,0.8134181842,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31596552,1,0.3423,-0.01655
대전광역시,유성구,대전두리초등학교,835,0.8134149595,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68421756,1,0.346,-0.26262
대전광역시,서구,대전둔산초등학교,520,0.8134076101,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31417949,1,0.3423,-0.03846
대전광역시,서구,대전가장초등학교,655,0.8134051766,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31376845,1,0.3423,-0.02638
대전광역시,유성구,대전봉명초등학교,826,0.8134047974,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68250767,1,0.346,-0.01332
대전광역시,서구,대전백운초등학교,545,0.8134038498,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31354434,1,0.3423,-0.03068
대전광역시,유성구,대전하기초등학교,434,0.8134032501,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68224731,1,0.346,-0.02995
대전광역시,유성구,금성초등학교,429,0.8134025053,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.68212199,1,0.346,-0.01632
대전광역시,서구,대전봉산초등학교,482,0.8134016261,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31316874,1,0.3423,-0.02905
대전광역시,서구,대전느리울초등학교,660,0.8133997899,0.264,"일반 교습학원 (950,562,442원 / 48.76%)","기타 교육기관 (195,956,852원 / 10.05%)","도서관, 사적지 및 유사 여가관련 서비스업 (181,033,750원 / 9.29%)",96.31285859,1,0.3423,-0.00606
대전광역시,유성구,구즉초등학교,494,0.8133869507,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.67950472,1,0.346,-0.09416
대전광역시,유성구,외삼초등학교,684,0.8133860597,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.67935478,1,0.346,-0.00877
대전광역시,유성구,대전죽동초등학교,865,0.813384707,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.67912717,1,0.346,-0.03699
대전광역시,유성구,대전상대초등학교,837,0.8133772153,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.67786659,1,0.346,-0.01581
대전광역시,유성구,문지초등학교,405,0.813369326,0.214,"일반 교습학원 (508,945,989원 / 43.41%)","기타 교육기관 (112,787,846원 / 9.62%)","도서관, 사적지 및 유사 여가관련 서비스업 (86,197,440원 / 7.35%)",96.67653909,1,0.346,-0.00528
